TIPID,Municipalities,FY17CMAQ,FY17Earmarks,FY17FTA,FY17GARVEE,FY17GasTax,FY17HSIP,FY17IWAYLandSales,FY17NHPP,FY17NHTSA,FY17NationalFreight,FY17Planning,FY17ProjectCloseouts,FY17RICAPHIP,FY17RICAPfacilities,FY17RICAPprojects,FY17RIHMA,FY17RailwayProgram,FY17STP,FY17TAP,FY17TollCredits,FY17TollRevenue,FY17TransitBond,FY17allocation,ID,LineItemName,ProjectName
1118.0,,,0.0,,,1.0,,,,,,,,,,,,,,,0.0,,0.0,1.0,656,,
1264.0,,,0.0,,,,,,6.48,,,,,3.41,,,,,13.91,,0.0,,0.0,23.8,657,,
1265.0,,,0.0,,,,,,1.0,,,,,0.5,,,,,1.0,,0.0,,0.0,2.5,658,,
1427.0,,,0.0,,,1.042,,,,,,,,0.0,,,1.258,,,,0.0,,0.0,2.3,801,,
1430.0,,,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,802,,
1431.0,,,0.0,,,,,,,,0.4,,,,,,,,,,0.0,,0.0,0.4,803,,
1444.0,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,805,,
1445.0,,,0.0,,,,,,,,,,,,,,,,0.3,,0.0,,0.0,0.3,806,,
1446.0,,,0.0,,,,0.5,,,,,,,,,,,,,,0.0,,0.0,0.5,807,,
1457.0,,,0.0,,,,0.8,,,,,,,,,,,,,,0.0,,0.0,0.8,815,,
1468.0,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,826,,
1470.0,,,0.0,,,,0.075,,,,,,,,,,,,,,0.0,,0.0,0.075,828,,
1478.0,,,0.0,,,,0.0563,,,,,,,,,,,,,,0.0,,0.0,0.0563,836,,
1521.0,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,873,,
1538.0,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,890,,
7000.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1153,,
7101.0,,2.47,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,2.47,1154,,
7102.0,,1.5606,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,1.5606,1155,,
7103.0,,0.3,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.3,1156,,
7104.0,,0.1,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.1,1157,,
7105.0,,0.1,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.1,1158,,
7106.0,,,0.0,0.1,,,,,,,,,,,,,,,,,0.0,,0.0,0.1,1159,,
7107.0,,2.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,2.0,1160,,
7108.0,,0.5,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.5,1161,,
7150.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1163,,
7201.0,,,0.0,,,,,,2.25,,,,,,,,,,6.75,,0.0,,0.0,9.0,1164,,
7202.0,,,0.0,,,,,,1.015,,,,,,,,,,3.045,,0.0,,0.0,4.06,1165,,
7203.0,,,0.0,,,0.1,,,,,,,,,,,,,,,0.0,,0.0,0.1,1166,,
7301.0,,,0.0,,,,,,0.5,,,,,,,,,,1.5,,0.0,,0.0,2.0,1167,,
7302.0,,,0.0,,,0.25,,,,,,,,,,,,,,,0.0,,0.0,0.25,1168,,
7303.0,,,0.0,,,,,,0.0625,,,,,,,,,,0.1875,,0.0,,0.0,0.25,1169,,
7304.0,,,0.0,,,1.0,,,,,,,,,,,,,,,0.0,,0.0,1.0,1170,,
7305.0,,,0.0,,,,,,0.905,,,,,,,,,,2.715,,0.0,,0.0,3.62,1171,,
7401.0,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,,0.0,2.0,1172,,
7402.0,,,0.0,,,,,,,,,,,,,,0.8,,,,0.0,,0.0,0.8,1173,,
7403.0,,,0.0,,,,,,,,,,,,,,4.4,,,,0.0,,0.0,4.4,1174,,
7404.0,,,0.0,,,,,,,,,,,,,,0.5,,,,0.0,,0.0,0.5,1175,,
7501.0,,,0.0,,,,,,,,,,,,,,12.0,,,,0.0,,0.0,12.0,1176,,
7502.0,,,0.0,,,,,,,,,,,,,,5.33,,,,0.0,,0.0,5.33,1177,,
7503.0,,,0.0,,,,,,,,,,,,,,23.9022,,,,0.0,,0.0,23.9022,1178,,
7504.0,,,0.0,,,0.6,,,,,,,,,,,,,,,0.0,,0.0,0.6,1179,,
7505.0,,,0.0,,,,,,3.5,,,,,,,,,,,,0.0,,0.0,3.5,1180,,
7506.0,,,0.0,,,,,,0.5,,,,,,,,,,1.5,,0.0,,0.0,2.0,1181,,
7507.0,,,0.0,,,0.5,,,,,,,,,,,,,,,0.0,,0.0,0.5,1182,,
7601.0,,,0.0,,,1.25,,,,,,,,,,,,,,,0.0,,0.0,1.25,1183,,
7602.0,,,0.0,,,0.75,,,,,,,,,,,,,,,0.0,,0.0,0.75,1184,,
7603.0,,,0.0,,,1.0,,,,,,,,,,,,,,,0.0,,0.0,1.0,1185,,
7604.0,,,0.0,,,1.6,,,,,,,,,,,,,,,0.0,,0.0,1.6,1186,,
7605.0,,,0.0,,,1.6,,,,,,,,,,,,,,,0.0,,0.0,1.6,1187,,
7606.0,,,0.0,,,0.4,,,,,,,,,,,,,,,0.0,,0.0,0.4,1188,,
7607.0,,,0.0,,,0.46,,,,,,,,,,,,,,,0.0,,0.0,0.46,1189,,
7608.0,,,0.0,,,2.9,,,,,,,,,,,,,,,0.0,,0.0,2.9,1190,,
7609.0,,,0.0,,,6.0,,,,,,,,,,,,,,,0.0,,0.0,6.0,1191,,
7610.0,,,0.0,,,0.14,,,,,,,,,,,,,,,0.0,,0.0,0.14,1192,,
7611.0,,,0.0,,,0.09,,,,,,,,,,,,,,,0.0,,0.0,0.09,1193,,
7612.0,,,0.0,,,0.4,,,,,,,,,,,,,,,0.0,,0.0,0.4,1194,,
7613.0,,,0.0,,,5.5,,,,,,,,,,,,,,,0.0,,0.0,5.5,1195,,
7614.0,,,0.0,,,5.0,,,,,,,,,,,,,,,0.0,,0.0,5.0,1196,,
7615.0,,,0.0,,,-9.0,,,,,,,,,,,,,,,0.0,,0.0,-9.0,1197,,
7701.0,,,0.0,,,45.9429,,,,,,,,,,,,,,,0.0,,0.0,45.9429,1198,,
7702.0,,,0.0,,,,,,12.586,,,,,,,,13.82,,,,0.0,,0.0,26.41,1199,,
7703.0,,,0.0,,,6.9,,,,,,,,,,,,,,,0.0,,0.0,6.9,1200,,
7801.0,,,0.0,,,0.4,,,,,,,,,,,0.4,,,,0.0,,0.0,0.8,1201,,
7802.0,,,0.0,,,2.2,,,,,,,,,,,,,,,0.0,,0.0,2.2,1202,,
7803.0,,,0.0,,,2.1,,,,,,,,,,,,,,,0.0,,0.0,2.1,1203,,
7804.0,,,0.0,,,2.4,,,,,,,,,,,,,,,0.0,,0.0,2.4,1204,,
7805.0,,,0.0,,,0.024,,,,,,0.096,,,,,,,,,0.0,,0.0,0.12,1205,,
7806.0,,,0.0,,,,,,,,,,,,,,,,0.6,,0.0,,0.0,0.6,1206,,
7807.0,,,0.0,,,0.12,,,,,,,,,,,,,,,0.0,,0.0,0.12,1207,,
7808.0,,,0.0,,,0.7488,,,,,,2.9953,,,,,,,,,0.0,,0.0,3.7442,1208,,
7809.0,,,0.0,,,,,,,,,0.13,,,,,,,,,0.0,,0.0,0.13,1209,,
7810.0,,,0.0,,,,,,1.3378,,,,,,,,,,,,0.0,,0.0,1.3378,1210,,
7811.0,,,0.0,0.11,,0.4,,,,,,1.0,,,,,,,0.4,,0.0,,0.0,1.91,1211,,
7902.0,,,0.0,,,,,,,,,,,,2.5,,,,,,0.0,,0.0,2.5,1213,,
7903.0,,,0.0,,,,,,,,,,,,1.0,,,,,,0.0,,0.0,1.0,1214,,
7905.0,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,1216,,
7906.0,,,0.0,,,,,,,,,,,,0.4,,,,,,0.0,,0.0,0.4,1217,,
7907.0,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,1218,,
8000.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1219,,
9010.0,,,0.0,,,,,,,,,,,,,,,0.6,,,0.0,,0.0,0.6,1225,,
9011.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1226,,
9202.0,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1230,,
9203.0,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1231,,
9204.0,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1232,,
9205.0,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1233,,
9300.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1234,,
9301.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1235,,
9302.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1236,,
9303.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1237,,
9304.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1238,,
9305.0,,,0.0,,,,,,,,,,,,,,0.7,,,,0.0,,0.0,0.7,1239,,
9306.0,,,0.0,,,,,,,,,,,,,,0.7,,,,0.0,,0.0,0.7,1240,,
9307.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1241,,
9308.0,,,0.0,,,,,,,,,,,,,,0.5,,,,0.0,,0.0,0.5,1242,,
11001.0,,,0.0,,,,,,,3.0,,,,,,,,,,,0.0,,0.0,3.0,1248,,
11003.0,,,0.0,0.53,,,,,,,,1.9,,,,,,,,,0.0,,0.0,2.43,1249,,
7151.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1251,,
1438.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1252,,
1447.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1253,,
9401.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6125,0.0,0.0,0.0,0.0,1.6125,1320,,
9402.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375,0.0,0.0,0.0,0.0,1.4375,1321,,
9403.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1322,,
9404.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,0.0,0.0,0.0,1.5625,1323,,
9405.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6125,0.0,0.0,0.0,0.0,1.6125,1324,,
9601.0,,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,1325,,
9602.0,,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1326,,
9603.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.16,1327,,
9604.0,,0.0,0.0,0.0,0.0,0.0,0.34,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1328,,
9605.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,1329,,
9607.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,,0.0,0.0,0.0,0.08,1330,,
9608.0,,0.0,0.0,0.0,0.0,0.0,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1331,,
9609.0,,0.0,0.0,0.0,0.0,0.0,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1332,,
9610.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333,,
9611.0,,0.0,0.0,0.0,0.0,0.0,0.11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1334,,
9612.0,,0.0,0.0,0.0,0.0,0.0,0.11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1335,,
9613.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336,,
9614.0,,0.0,0.0,0.0,0.0,0.0,0.08,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1337,,
9500.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3028,,
802.0,,,0.0,,,,,,7.2,,,,,,,,,,6.0,,0.0,,0.0,13.2,3029,,
813.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3030,,
814.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3031,,
883.0,,,0.0,,,,,,,,,,,1.5,,,,,,,0.0,,0.0,1.5,3032,,
815.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3033,,
884.0,,,0.0,,,,,,,,,,,1.5,,,,,,,0.0,,0.0,1.5,3034,,
816.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3035,,
817.0,,,0.0,,,,,,1.075,,,,,,,,,,,,0.0,,0.0,1.075,3036,,
885.0,,,0.0,,,,,,,,,,,2.0,,,1.0,,,,0.0,,0.0,3.0,3037,,
886.0,,,0.0,,,,,,,,,,,0.5,,,0.4,,,,0.0,,0.0,0.9,3038,,
818.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3039,,
819.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3040,,
887.0,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,3041,,
820.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3042,,
821.0,,,0.0,,,,,,,,1.301,,,0.145,,,,,,,0.0,,0.0,1.4461,3043,,
888.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3044,,
889.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3045,,
822.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3046,,
823.0,,,0.0,,,,,,2.1,,,,,0.52,,,,,,,0.0,,0.0,2.62,3047,,
824.0,,,0.0,,,,,,1.93,,,,,0.484,,,,,,,0.0,,0.0,2.414,3048,,
825.0,,,0.0,,,,,,0.928,,,,,0.232,,,,,,,0.0,,0.0,1.16,3049,,
826.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3050,,
827.0,,,0.0,,,,,,0.793,,,,,0.198,,,,,,,0.0,,0.0,0.9906,3051,,
828.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3052,,
890.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3053,,
829.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3054,,
830.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3055,,
831.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3056,,
832.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3057,,
833.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3058,,
834.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3059,,
835.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3060,,
836.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3061,,
837.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3062,,
838.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3063,,
921.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3064,,
922.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3065,,
841.0,,,0.0,,,,,,1.9,,,,,0.473,,,,,,,0.0,,0.0,2.373,3066,,
842.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3067,,
843.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3068,,
844.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3069,,
845.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3070,,
891.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3071,,
846.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072,,
892.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3073,,
847.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3074,,
848.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3075,,
893.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3076,,
849.0,,,0.0,,,,,,0.97,,,,,0.031,,,0.217,,,,0.0,,0.0,1.218,3077,,
894.0,,,0.0,,,,,,,,,,,0.452,,,0.248,,,,0.0,,0.0,0.7,3078,,
850.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3079,,
851.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3080,,
852.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3081,,
853.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3082,,
854.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3083,,
855.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3084,,
856.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3085,,
857.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086,,
858.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3087,,
859.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3088,,
860.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3089,,
861.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3090,,
862.0,,,0.0,,,,,4.1,3.0,,,,4.77,,,,,,2.0,,0.0,,0.0,13.87,3091,,
863.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3092,,
914.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,3093,,
895.0,,,0.0,,,,,2.787,,,,,,,,,,,,,0.0,,0.0,2.787,3094,,
864.0,,,0.0,,,,,,,,,,,0.122,,,,,0.51,,0.0,,0.0,0.632,3095,,
896.0,,,0.0,,,,,,,,,,,0.2,,,,,0.8,,0.0,,0.0,1.0,3096,,
865.0,,,0.0,,,,,0.4,1.6,,,,,,,,,,,,0.0,,0.0,2.0,3097,,
866.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3098,,
867.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3099,,
915.0,,,0.0,,,,,,0.5,,,,,,,,,,,,0.0,,0.0,0.5,3100,,
916.0,,,0.0,,,,,,3.5,,,,,,,,0.215,,0.88,,0.0,,0.0,4.595,3101,,
898.0,,,0.0,,,,,,,,,,,,,,0.06,,0.22,,0.0,,0.0,0.28,3102,,
899.0,,,0.0,,,,,,,,,,,,,,0.225,,0.9,,0.0,,0.0,1.125,3103,,
900.0,,,0.0,,,,,,,,,,,,,,0.3,,1.2,,0.0,,0.0,1.5,3104,,
918.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,3105,,
901.0,,,0.0,,,,,,,,,,,0.2,,,0.3,,2.0,,0.0,,0.0,2.5,3106,,
902.0,,,0.0,,,,,,2.0,,,,,,,,,,,,0.0,,0.0,2.0,3107,,
869.0,,,0.0,,,,,1.5,6.4,,,,,,,,,,3.0,,0.0,,0.0,10.9,3108,,
870.0,,,0.0,,,,,,1.89,,,,,0.476,,,,,,,0.0,,0.0,2.366,3109,,
903.0,,,0.0,,,,,,0.55,,,,,0.134,,,,,,,0.0,,0.0,0.684,3110,,
904.0,,,0.0,,,,,,0.32,,,,,0.08,,,,,,,0.0,,0.0,0.4,3111,,
913.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,3112,,
871.0,,,0.0,,,,,,,,,,,0.08,,,,,0.32,,0.0,,0.0,0.4,3113,,
905.0,,,0.0,,,,,,,,,,,0.25,,,0.25,,,,0.0,,0.0,0.5,3114,,
872.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3115,,
873.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3116,,
874.0,,,0.0,,,,,,2.95,,,,,0.205,,,,,0.538,,0.0,,0.0,3.693,3117,,
906.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3118,,
907.0,,,0.0,,,,,,0.32,,,,,0.08,,,,,,,0.0,,0.0,0.4,3119,,
908.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3120,,
875.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3121,,
876.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3122,,
920.0,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,3123,,
877.0,,,0.0,,,,,,0.91,,,,,0.224,,,,,,,0.0,,0.0,1.134,3124,,
910.0,,,0.0,,,,,,1.4,,,,,0.35,,,,,,,0.0,,0.0,1.75,3125,,
911.0,,,0.0,,,,,,2.0,,,,,0.5,,,,,,,0.0,,0.0,2.5,3126,,
878.0,,,0.0,,,,,,3.388,,,,,0.847,,,,,,,0.0,,0.0,4.2346,3127,,
879.0,,,0.0,,,,,,1.62,,,,,0.18,,,,,,,0.0,,0.0,1.8,3128,,
912.0,,,0.0,,,,,0.475,1.7,,4.2,,0.03,0.112,,,0.036,,,,0.0,,0.0,6.553,3129,,
880.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3130,,
881.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3131,,
801.0,,,0.0,,,,,,,,,,,8.0,,,,,,,0.0,,0.0,8.0,3132,,
2000.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,3133,,
868.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3134,,
